analysis_index	analysis_id	source_analysis_id	source_label	analysis_label	trait_ontology_label	trait_ontology_id	trait_ontology_mapping_method	source_file	source_url	source_bundle_id	filtered_file	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	first_author	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build	tissue	context
32	GCST90199653	GCST90199653	1-myristoyl-2-palmitoyl-gpc (14:0/16:0) levels	1-myristoyl-2-palmitoyl-gpc (14:0/16:0) levels	1-myristoyl-2-palmitoyl-GPC (14:0/16:0) measurement	EFO:0800191	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199653_GCST90199653.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199653/harmonised/GCST90199653.h.tsv.gz		GCST90199653_GCST90199653.filtered.tsv.gz	1f064ace7e752be252bb62ae20715e5a34df55f8dd7c1da353f8ae0dcf88d511	sha256	232220	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.987480447524225	estimated_from_source_maf	sd	total	analysis_level	8271	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
33	GCST90199654	GCST90199654	Paraxanthine levels	Paraxanthine levels	paraxanthine measurement	EFO:0021178	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199654_GCST90199654.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199654/harmonised/GCST90199654.h.tsv.gz		GCST90199654_GCST90199654.filtered.tsv.gz	ebbf6aa5281ea370d390b50eebbb6e1db8fb46eb3887069656d560f9520442a1	sha256	2352413	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	1.00270484750884	estimated_from_source_maf	sd	total	analysis_level	7840	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
34	GCST90199655	GCST90199655	4-methyl-2-oxopentanoate levels	4-methyl-2-oxopentanoate levels	4-methyl-2-oxopentanoate measurement	EFO:0021022	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199655_GCST90199655.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199655/harmonised/GCST90199655.h.tsv.gz		GCST90199655_GCST90199655.filtered.tsv.gz	71812f35088aa3898f8bf6559deff46181bb0a294ae67bb54d83d926422cf95c	sha256	515779	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.9535506379294	estimated_from_source_maf	sd	total	analysis_level	8255	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
35	GCST90199656	GCST90199656	3-indoxyl sulfate levels	3-indoxyl sulfate levels	indoxyl sulfate measurement	EFO:0010502	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199656_GCST90199656.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199656/harmonised/GCST90199656.h.tsv.gz		GCST90199656_GCST90199656.filtered.tsv.gz	dae77261b8bf27cb320c2490a73c482ac2c96ba569ee54e4c7c404bf26c35e4c	sha256	232432	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.984106600626415	estimated_from_source_maf	sd	total	analysis_level	8242	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
36	GCST90199657	GCST90199657	Sphingosine 1-phosphate levels	Sphingosine 1-phosphate levels	sphingosine 1-phosphate measurement	EFO:0800185	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199657_GCST90199657.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199657/harmonised/GCST90199657.h.tsv.gz		GCST90199657_GCST90199657.filtered.tsv.gz	98983d611b6b15e7d3444807c73234d153a509b43daed9c9ccadc54b448aa45f	sha256	1178844	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.98994890743744	estimated_from_source_maf	sd	total	analysis_level	8246	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
37	GCST90199658	GCST90199658	Alpha-hydroxyisocaproate levels	Alpha-hydroxyisocaproate levels	alpha-hydroxyisocaproate measurement	EFO:0800009	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199658_GCST90199658.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199658/harmonised/GCST90199658.h.tsv.gz		GCST90199658_GCST90199658.filtered.tsv.gz	cc2f17dd711db8a328e7fd6074a227de11289014a85d1ef62987b1cf1aa590d2	sha256	563059	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.931279888776647	estimated_from_source_maf	sd	total	analysis_level	8250	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
38	GCST90199659	GCST90199659	1-stearoyl-GPI (18:0) levels	1-stearoyl-GPI (18:0) levels	1-stearoyl-GPI (18:0) measurement	EFO:0800188	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199659_GCST90199659.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199659/harmonised/GCST90199659.h.tsv.gz		GCST90199659_GCST90199659.filtered.tsv.gz	c536ba8cbf507c8103b03a8eba42e55fd0b102f1da722e5ae9f4c18a95ed0950	sha256	232536	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.976169764958739	estimated_from_source_maf	sd	total	analysis_level	8260	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
39	GCST90199660	GCST90199660	1,2-dipalmitoyl-gpc (16:0/16:0) levels	1,2-dipalmitoyl-gpc (16:0/16:0) levels	1,2-dipalmitoyl-GPC (16:0/16:0) measurement	EFO:0800189	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199660_GCST90199660.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199660/harmonised/GCST90199660.h.tsv.gz		GCST90199660_GCST90199660.filtered.tsv.gz	fdb887a15fac92c28e94916f79719cc4f2cc47c2055682182f55d75d994e2050	sha256	1679379	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.983774753955421	estimated_from_source_maf	sd	total	analysis_level	8264	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
40	GCST90199661	GCST90199661	Maleate levels	Maleate levels	maleate measurement	EFO:0010509	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199661_GCST90199661.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199661/harmonised/GCST90199661.h.tsv.gz		GCST90199661_GCST90199661.filtered.tsv.gz	f5d26b3d5590eddc0efc62752d3680124aef12f8fa8b17a6261868ba04a50786	sha256	232321	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.991583746142689	estimated_from_source_maf	sd	total	analysis_level	8171	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
41	GCST90199662	GCST90199662	Isovalerate (i5:0) levels	Isovalerate (i5:0) levels	isovalerate (i5:0) measurement	EFO:0800010	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199662_GCST90199662.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199662/harmonised/GCST90199662.h.tsv.gz		GCST90199662_GCST90199662.filtered.tsv.gz	8b6136d021fe655623ad84209be0ed0d0494e90fc15ec3b8332e0ca67790c662	sha256	643703	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.981933062762744	estimated_from_source_maf	sd	total	analysis_level	7862	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
42	GCST90199663	GCST90199663	4-acetylphenol sulfate levels	4-acetylphenol sulfate levels	4-acetylphenol sulfate measurement	EFO:0800942	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199663_GCST90199663.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199663/harmonised/GCST90199663.h.tsv.gz		GCST90199663_GCST90199663.filtered.tsv.gz	787e36f3537ba7be97536309b726b8de7a014fb6423c51e081ca3af4a9e0287e	sha256	573729	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.994151791254836	estimated_from_source_maf	sd	total	analysis_level	7135	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
43	GCST90199664	GCST90199664	Phenyllactate (pla) levels	Phenyllactate (pla) levels	Phenyllactate (PLA) measurement	EFO:0021662	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199664_GCST90199664.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199664/harmonised/GCST90199664.h.tsv.gz		GCST90199664_GCST90199664.filtered.tsv.gz	7fbbb2103c5e2cf0cffec39baed5677a5f2d49fafc38f4a0117380d64cd707d0	sha256	882758	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.933178516285993	estimated_from_source_maf	sd	total	analysis_level	8235	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
44	GCST90199665	GCST90199665	N-acetylaspartate (naa) levels	N-acetylaspartate (naa) levels	N-acetylaspartate (NAA) measurement	EFO:0800012	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199665_GCST90199665.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199665/harmonised/GCST90199665.h.tsv.gz		GCST90199665_GCST90199665.filtered.tsv.gz	05f7482e3a268c7396d10c39bb7302e0ae468389aa4e0f38475ba696869b3e9b	sha256	902065	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.991937459013281	estimated_from_source_maf	sd	total	analysis_level	8148	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
45	GCST90199666	GCST90199666	Palmitoylcarnitine (C16) levels	Palmitoylcarnitine (C16) levels	palmitoylcarnitine measurement	EFO:0021044	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199666_GCST90199666.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199666/harmonised/GCST90199666.h.tsv.gz		GCST90199666_GCST90199666.filtered.tsv.gz	142d2d6236e707ff1e6dbdd2c8c01459d529f3ac5203cd5589692355367f80de	sha256	1047954	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.979647912963286	estimated_from_source_maf	sd	total	analysis_level	8256	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
46	GCST90199667	GCST90199667	Erythritol levels	Erythritol levels	erythritol measurement	EFO:0021171	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199667_GCST90199667.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199667/harmonised/GCST90199667.h.tsv.gz		GCST90199667_GCST90199667.filtered.tsv.gz	fc6003d0e4b8621ee894e16e367e65e219fa14df5d66b193eb2c7f6116c78823	sha256	2593055	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.926600062002858	estimated_from_source_maf	sd	total	analysis_level	8167	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
47	GCST90199668	GCST90199668	Hexanoylcarnitine levels	Hexanoylcarnitine levels	hexanoylcarnitine measurement	EFO:0021040	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199668_GCST90199668.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199668/harmonised/GCST90199668.h.tsv.gz		GCST90199668_GCST90199668.filtered.tsv.gz	3e836ba45e1ca846824389972fba4aa8607348530dd39e611f4677c32dc7029c	sha256	1854462	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.96228957184985	estimated_from_source_maf	sd	total	analysis_level	8242	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
48	GCST90199669	GCST90199669	Acetylcarnitine (c2) levels	Acetylcarnitine (c2) levels	acetylcarnitine measurement	EFO:0021038	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199669_GCST90199669.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199669/harmonised/GCST90199669.h.tsv.gz		GCST90199669_GCST90199669.filtered.tsv.gz	09e857968dcabf972e354e6cbd01c02215bb9ce7efebfb60c0a3bb1f5f33a909	sha256	1374747	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.964733529728727	estimated_from_source_maf	sd	total	analysis_level	8262	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
49	GCST90199670	GCST90199670	Iminodiacetate (IDA) levels	Iminodiacetate (IDA) levels	iminodiacetate (IDA) measurement	EFO:0800945	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199670_GCST90199670.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199670/harmonised/GCST90199670.h.tsv.gz		GCST90199670_GCST90199670.filtered.tsv.gz	67cb8da196db7dc29ef5edab6d53bd741cfc46a6f62d8df3aeeb4aed5a1c0f5f	sha256	233539	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.991519626839517	estimated_from_source_maf	sd	total	analysis_level	8213	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
50	GCST90199671	GCST90199671	Cysteine s-sulfate levels	Cysteine s-sulfate levels	cysteine s-sulfate measurement	EFO:0800013	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199671_GCST90199671.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199671/harmonised/GCST90199671.h.tsv.gz		GCST90199671_GCST90199671.filtered.tsv.gz	a48e18821ace5cca8ea4a09b23452ff552581f9f81d649823ce998f144cf1b4a	sha256	585092	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.975865962255636	estimated_from_source_maf	sd	total	analysis_level	8229	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
51	GCST90199672	GCST90199672	Oxalate (ethanedioate) levels	Oxalate (ethanedioate) levels	oxalate measurement	EFO:0010517	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199672_GCST90199672.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199672/harmonised/GCST90199672.h.tsv.gz		GCST90199672_GCST90199672.filtered.tsv.gz	87796f3522a0e282fd1bab2293e23cdf09023daffe7bb48edea2e9b5138a9d45	sha256	770662	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.973904756507731	estimated_from_source_maf	sd	total	analysis_level	8181	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
52	GCST90199673	GCST90199673	DHEAS levels	DHEAS levels	dehydroepiandrosterone sulphate measurement	EFO:0007001	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199673_GCST90199673.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199673/harmonised/GCST90199673.h.tsv.gz		GCST90199673_GCST90199673.filtered.tsv.gz	181ecff08688e54713cadfbe69eff8f7b82842853cdc0bfc6f05a4ddacd42af3	sha256	2316232	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.865721735440829	estimated_from_source_maf	sd	total	analysis_level	8228	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
53	GCST90199674	GCST90199674	3-hydroxymyristate levels	3-hydroxymyristate levels	blood 3-hydroxymyristate measurement	EFO:0022197	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199674_GCST90199674.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199674/harmonised/GCST90199674.h.tsv.gz		GCST90199674_GCST90199674.filtered.tsv.gz	ae7071d9897871c353c34978fef421585f85c3ac1a5bb6e30631fcea8ce91d38	sha256	232542	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.96725824213757	estimated_from_source_maf	sd	total	analysis_level	8235	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
54	GCST90199675	GCST90199675	Homoarginine levels	Homoarginine levels	serum homoarginine amount	OBA:2050056	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199675_GCST90199675.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199675/harmonised/GCST90199675.h.tsv.gz		GCST90199675_GCST90199675.filtered.tsv.gz	ff260b98cc1d60da553d4eac75faa8744d53df597a8be21823f27780aaaedc76	sha256	1747844	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.929312062847108	estimated_from_source_maf	sd	total	analysis_level	8265	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
55	GCST90199676	GCST90199676	1-oleoylglycerol (18:1) levels	1-oleoylglycerol (18:1) levels	1-oleoylglycerol (18:1) measurement	EFO:0800195	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199676_GCST90199676.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199676/harmonised/GCST90199676.h.tsv.gz		GCST90199676_GCST90199676.filtered.tsv.gz	fe4c447c7ea213e680b2c70c408db92d2620ba571d2a4e50e67cfe5d020dc041	sha256	1353765	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.99725560038314	estimated_from_source_maf	sd	total	analysis_level	8225	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
56	GCST90199677	GCST90199677	3-methyl-2-oxobutyrate levels	3-methyl-2-oxobutyrate levels	3-methyl-2-oxobutyrate measurement	EFO:0021020	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90199677_GCST90199677.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199677/harmonised/GCST90199677.h.tsv.gz		GCST90199677_GCST90199677.filtered.tsv.gz	35e8ae4df39bca2694ef881940f5e7c117a0978548743f529b448e9cbf32fbd5	sha256	517090	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.989523829993883	estimated_from_source_maf	sd	total	analysis_level	8254	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
