analysis_index	analysis_id	source_analysis_id	source_label	analysis_label	trait_ontology_label	trait_ontology_id	trait_ontology_mapping_method	source_file	source_url	source_bundle_id	downloaded_file	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	first_author	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build
30	GCST002376	GCST002376	Urinary uromodulin levels	Urinary uromodulin levels	urinary uromodulin measurement	http://www.ebi.ac.uk/efo/EFO_0005663	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST002001-GCST003000/GCST002376/harmonised/24578125-GCST002376-EFO_0005663.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST002001-GCST003000/GCST002376/harmonised/24578125-GCST002376-EFO_0005663.h.tsv.gz		24578125-GCST002376-EFO_0005663.h.tsv.gz	f82d586a69a34aaea244296f743592e04e196f61b52f03f5cfc25237d7a682a7	sha256	103265486	GRCh38	EBI GWAS Catalog terms of use		24578125		Olden M	European	EUR	af_assigned	sd	1.02683	estimated_from_source_maf	sd	total	analysis_level	10884				selected_ready_source	
31	GCST002548	GCST002548	Ulcerative colitis	Ulcerative colitis	ulcerative colitis	MONDO:0005101	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST002001-GCST003000/GCST002548/harmonised/25082827-GCST002548-EFO_0000729.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST002001-GCST003000/GCST002548/harmonised/25082827-GCST002548-EFO_0000729.h.tsv.gz		25082827-GCST002548-EFO_0000729.h.tsv.gz	d2a4051c4a5c37c5881f65cc70807176cf6b19dc12717743fc24c1ad53434fbd	sha256	10294331	GRCh38	EBI GWAS Catalog terms of use		25082827		Julia A	European		unassigned	log_or		binary_trait	log_or	case_control	analysis_level	28694	7483	21211		excluded: ancestry_unassigned: gate_reason=overlap	true
32	GCST002598	GCST002598	Educational attainment	Educational attainment	self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0004784	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST002001-GCST003000/GCST002598/harmonised/25201988-GCST002598-EFO_0004784.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST002001-GCST003000/GCST002598/harmonised/25201988-GCST002598-EFO_0004784.h.tsv.gz		25201988-GCST002598-EFO_0004784.h.tsv.gz	2fba49ed1702178a9c584075887eaaea083153c9caf2300726d3f078f7b399e1	sha256	92916949	GRCh38	EBI GWAS Catalog terms of use		25201988		Rietveld CA	European		unassigned	sd		estimated_from_source_maf	sd	total	analysis_level	106736				excluded: ancestry_unassigned: gate_reason=overlap	true
33	GCST002783	GCST002783	Body mass index	Body mass index	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST002001-GCST003000/GCST002783/harmonised/25673413-GCST002783-EFO_0004340.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST002001-GCST003000/GCST002783/harmonised/25673413-GCST002783-EFO_0004340.h.tsv.gz		25673413-GCST002783-EFO_0004340.h.tsv.gz	8454077c4aac4174f9792027fe1aa0bbe20f74c564e900881f71197afd00848d	sha256	89352864	GRCh38	EBI GWAS Catalog terms of use		25673413		Locke AE	European		unassigned	sd		estimated_from_source_maf	sd	total	analysis_level	238944				excluded: ancestry_unassigned: gate_reason=overlap	true
34	GCST002920	GCST002920	Neuroticism	Neuroticism	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST002001-GCST003000/GCST002920/harmonised/25993607-GCST002920-EFO_0007660.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST002001-GCST003000/GCST002920/harmonised/25993607-GCST002920-EFO_0007660.h.tsv.gz		25993607-GCST002920-EFO_0007660.h.tsv.gz	3ea0c3f870635e6ceac08d4a1450dd073c494f163921b633069459b0888138ce	sha256	202874744	GRCh38	EBI GWAS Catalog terms of use		25993607		de Moor MH	European		unassigned	sd		estimated_from_source_maf	sd	total	analysis_level	63661				excluded: ancestry_unassigned: gate_reason=overlap	true
35	GCST003043	GCST003043	Inflammatory bowel disease	Inflammatory bowel disease	inflammatory bowel disease	MONDO:0005265	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003043/harmonised/26192919-GCST003043-EFO_0003767.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003043/harmonised/26192919-GCST003043-EFO_0003767.h.tsv.gz		26192919-GCST003043-EFO_0003767.h.tsv.gz	a3a07e70f472ce722a0afb58ddecd75f597aae039776dc79219da96b3c927f30	sha256	6231241	GRCh38	EBI GWAS Catalog terms of use		26192919		Liu JZ	European	EUR	af_assigned	log_or		binary_trait	log_or	case_control	analysis_level	34652	12882	21770		selected_ready_source	
36	GCST003044	GCST003044	Crohn's disease	Crohn's disease	Crohn disease	MONDO:0005011	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003044/harmonised/26192919-GCST003044-EFO_0000384.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003044/harmonised/26192919-GCST003044-EFO_0000384.h.tsv.gz		26192919-GCST003044-EFO_0000384.h.tsv.gz	24ff13a514f17df32399c6ef4b45ecc67e54de1eaaa85d8f505492bb8896dbd2	sha256	6172093	GRCh38	EBI GWAS Catalog terms of use		26192919		Liu JZ	European	EUR	af_assigned	log_or		binary_trait	log_or	case_control	analysis_level	20883	5956	14927		selected_ready_source	
37	GCST003045	GCST003045	Ulcerative colitis	Ulcerative colitis	ulcerative colitis	MONDO:0005101	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003045/harmonised/26192919-GCST003045-EFO_0000729.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003045/harmonised/26192919-GCST003045-EFO_0000729.h.tsv.gz		26192919-GCST003045-EFO_0000729.h.tsv.gz	427a039c536051e18816bf4f6770e70ceea1e6c639f6531920e3d23181bce7a6	sha256	6187853	GRCh38	EBI GWAS Catalog terms of use		26192919		Liu JZ	European	EUR	af_assigned	log_or		binary_trait	log_or	case_control	analysis_level	27432	6968	20464		selected_ready_source	
38	GCST003116	GCST003116	Coronary artery disease	Coronary artery disease	coronary artery disorder	MONDO:0005010	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003116/harmonised/26343387-GCST003116-EFO_0000378.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003116/harmonised/26343387-GCST003116-EFO_0000378.h.tsv.gz		26343387-GCST003116-EFO_0000378.h.tsv.gz	61ca03fcf4dd2f357b229b097cc91de99b4a79a116a0da4f60a9ac59a21c6b13	sha256	369412497	GRCh38	EBI GWAS Catalog terms of use		26343387		Nikpay M	European	EUR	af_assigned	log_or		binary_trait	log_or	case_control	analysis_level	187599	61289	126310		selected_ready_source	
39	GCST003129	GCST003129	Primary biliary cholangitis	Primary biliary cholangitis	primary biliary cholangitis	MONDO:0005388	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003129/harmonised/26394269-GCST003129-EFO_1001486.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003129/harmonised/26394269-GCST003129-EFO_1001486.h.tsv.gz		26394269-GCST003129-EFO_1001486.h.tsv.gz	04f77e4e3af37048633a22e86106ef37ebd3d16b22901b8609ee054739d6ba10	sha256	91655809	GRCh38	EBI GWAS Catalog terms of use		26394269		Cordell HJ	European		unassigned	log_or		binary_trait	log_or	case_control	analysis_level	13239	2764	10475		excluded: ancestry_unassigned: gate_reason=overlap	true
40	GCST003143	GCST003143	Lung disease severity in cystic fibrosis	Lung disease severity in cystic fibrosis	lung disease associated with cystic fibrosis	http://www.ebi.ac.uk/efo/EFO_0009797	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003143/harmonised/26417704-GCST003143-EFO_0009797.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003143/harmonised/26417704-GCST003143-EFO_0009797.h.tsv.gz		26417704-GCST003143-EFO_0009797.h.tsv.gz	116849f770051f03a73c039d8c244ac52eba0d79157ac2b577d51c1cd3f91eef	sha256	253091095	GRCh38	EBI GWAS Catalog terms of use		26417704		Corvol H	European		unassigned	log_or		binary_trait	log_or	case_control	analysis_level	6365	6365	0		excluded: ancestry_unassigned: gate_reason=overlap	true
41	GCST003156	GCST003156	Systemic lupus erythematosus	Systemic lupus erythematosus	systemic lupus erythematosus	MONDO:0007915	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003156/harmonised/26502338-GCST003156-EFO_0002690.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003156/harmonised/26502338-GCST003156-EFO_0002690.h.tsv.gz		26502338-GCST003156-EFO_0002690.h.tsv.gz	4480ff36384f6587e2cafa4187da56e72c9551ccd2f99896c9f7f80c02bd6583	sha256	496972239	GRCh38	EBI GWAS Catalog terms of use		26502338		Bentham J	European		unassigned	log_or		binary_trait	log_or	case_control	analysis_level	14267	5201	9066		excluded: ancestry_unassigned: gate_reason=overlap	true
42	GCST003219	GCST003219	Advanced age-related macular degeneration	Advanced age-related macular degeneration	age-related macular degeneration, atrophic macular degeneration, wet macular degeneration	MONDO:0005150, http://www.ebi.ac.uk/efo/EFO_1001492, http://purl.obolibrary.org/obo/MONDO_0005417	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003219/harmonised/26691988-GCST003219-EFO_0001365.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003219/harmonised/26691988-GCST003219-EFO_0001365.h.tsv.gz		26691988-GCST003219-EFO_0001365.h.tsv.gz	8e52b891b8acac5a060f00f344261fbba35afce9a66f34eaa9918d642e6eaf41	sha256	258419979	GRCh38	EBI GWAS Catalog terms of use		26691988		Fritsche LG	European		unassigned	log_or		binary_trait	log_or	case_control	analysis_level	33976	16144	17832		excluded: ancestry_unassigned: gate_reason=overlap	true
43	GCST003367	GCST003367	circulating leptin levels	circulating leptin levels	leptin measurement	http://www.ebi.ac.uk/efo/EFO_0005000	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003367/harmonised/26833098-GCST003367-EFO_0005000.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003367/harmonised/26833098-GCST003367-EFO_0005000.h.tsv.gz		26833098-GCST003367-EFO_0005000.h.tsv.gz	fa07cdff5fcdcd0ac5da4208c9f3376e7d2ff73c1248a9742d09956bc062813d	sha256	78829713	GRCh38	EBI GWAS Catalog terms of use		26833098		Kilpelainen TO	European		unassigned	sd		estimated_from_source_maf	sd	total	analysis_level	35292				excluded: ancestry_unassigned: gate_reason=overlap	true
44	GCST003368	GCST003368	circulating leptin levels adjusted for BMI	circulating leptin levels adjusted for BMI	BMI-adjusted leptin measurement	http://www.ebi.ac.uk/efo/EFO_0007793	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003368/harmonised/GCST003368.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003368/harmonised/GCST003368.h.tsv.gz		GCST003368.h.tsv.gz	5f7a22eb8aaf03257ea15606b8d808d7b67c072e10fca40012a339ace32179ec	sha256	50120441	GRCh38	EBI GWAS Catalog terms of use		26833098		Kilpelainen TO	European		unassigned	sd		estimated_from_source_maf	sd	total	analysis_level	33987				excluded: ancestry_unassigned: gate_reason=overlap	true
45	GCST003371	GCST003371	Glomerular filtration rate (creatinine)	Glomerular filtration rate (creatinine)	serum creatinine amount, glomerular filtration rate	OBA:2050096, http://purl.obolibrary.org/obo/OBA_0003747	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003371/harmonised/26831199-GCST003371-EFO_0004518.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003371/harmonised/26831199-GCST003371-EFO_0004518.h.tsv.gz		26831199-GCST003371-EFO_0004518.h.tsv.gz	d7d74878c7b9119d12b7361eb0fc1f1a0c5e3b2bda1fc7859232756c392ffa1f	sha256	83751547	GRCh38	EBI GWAS Catalog terms of use		26831199		Pattaro C	European	AFR	af_assigned	sd		estimated_from_source_maf	sd	total	analysis_level	150253				excluded: ancestry_not_eur: assigned_ancestry=AFR (release target EUR)	true
46	GCST003372	GCST003372	Glomerular filtration rate (creatinine)	Glomerular filtration rate (creatinine)	serum creatinine amount, glomerular filtration rate	OBA:2050096, http://purl.obolibrary.org/obo/OBA_0003747	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003372/harmonised/26831199-GCST003372-EFO_0004518.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003372/harmonised/26831199-GCST003372-EFO_0004518.h.tsv.gz		26831199-GCST003372-EFO_0004518.h.tsv.gz	33ecf89855d4ba3bc5330dcb205bf6fc52b1281b24d550a9a74160556aafd215	sha256	72040601	GRCh38	EBI GWAS Catalog terms of use		26831199		Pattaro C	European	EUR	af_assigned	sd	0.230491	estimated_from_source_maf	sd	total	analysis_level	133413				selected_ready_source	
47	GCST003373	GCST003373	Glomerular filtration rate in diabetics (creatinine)	Glomerular filtration rate in diabetics (creatinine)	serum creatinine amount, glomerular filtration rate	OBA:2050096, http://purl.obolibrary.org/obo/OBA_0003747	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003373/harmonised/26831199-GCST003373-EFO_0004518.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003373/harmonised/26831199-GCST003373-EFO_0004518.h.tsv.gz		26831199-GCST003373-EFO_0004518.h.tsv.gz	0e07bb2d11189b946f0a906dca06a9d28c524647490f1dc32cb89a0490072e14	sha256	73219926	GRCh38	EBI GWAS Catalog terms of use		26831199		Pattaro C	European	EUR	af_assigned	sd	0.271861	estimated_from_source_maf	sd	total	analysis_level	11522				selected_ready_source	
48	GCST003374	GCST003374	Chronic kidney disease	Chronic kidney disease	chronic kidney disease	MONDO:0005300	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003374/harmonised/26831199-GCST003374-EFO_0003884.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003374/harmonised/26831199-GCST003374-EFO_0003884.h.tsv.gz		26831199-GCST003374-EFO_0003884.h.tsv.gz	def246b95ee785e3010b584f0330b93fa8a808240d2bc496cd47d5ffa0c626a6	sha256	73312706	GRCh38	EBI GWAS Catalog terms of use		26831199		Pattaro C	European	EUR	af_assigned	log_or		binary_trait	log_or	case_control	analysis_level	117165	12385	104780		selected_ready_source	
49	GCST003375	GCST003375	Glomerular filtration rate (cystatin C)	Glomerular filtration rate (cystatin C)	cystatin C measurement, glomerular filtration rate	http://www.ebi.ac.uk/efo/EFO_0004617, http://purl.obolibrary.org/obo/OBA_0003747	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003375/harmonised/26831199-GCST003375-EFO_0004617.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003375/harmonised/26831199-GCST003375-EFO_0004617.h.tsv.gz		26831199-GCST003375-EFO_0004617.h.tsv.gz	6a33091b71dc74f9eb73af10fc7befaee2ec9abdfd32b082a70ee10b4abc77b5	sha256	71915365	GRCh38	EBI GWAS Catalog terms of use		26831199		Pattaro C	European	EUR	af_assigned	sd	0.239901	estimated_from_source_maf	sd	total	analysis_level	32834				selected_ready_source	
50	GCST003378	GCST003378	Response to lithium treatment in bipolar disorder (dichotomous phenotype)	Response to lithium treatment in bipolar disorder (dichotomous phenotype)	response to lithium ion	GO:0010226	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003378/harmonised/26806518-GCST003378-GO_0010226.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003378/harmonised/26806518-GCST003378-GO_0010226.h.tsv.gz		26806518-GCST003378-GO_0010226.h.tsv.gz	6ead6e769538d5ade39f9528ed022743aaee6c1ba4c7707c994f3b29cae74ce2	sha256	257004098	GRCh38	EBI GWAS Catalog terms of use		26806518		Hou L	European	EUR	af_assigned	sd	2.40042	estimated_from_source_maf	sd	total	analysis_level	2563				selected_ready_source	
51	GCST003392	GCST003392	Parental longevity (father's age at death)	Parental longevity (father's age at death)	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003392/harmonised/27015805-GCST003392-EFO_0007796.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003392/harmonised/27015805-GCST003392-EFO_0007796.h.tsv.gz		27015805-GCST003392-EFO_0007796.h.tsv.gz	b5662d2aac428f0003d7f1650ae35bb15bc139d9d7694df1f7668aa9dfe90a42	sha256	392015305	GRCh38	EBI GWAS Catalog terms of use		27015805		Pilling LC	European	EUR	af_assigned	sd	0.823487	estimated_from_source_maf	sd	total	analysis_level	63775				selected_ready_source	
52	GCST003394	GCST003394	Parental longevity (combined parental age at death)	Parental longevity (combined parental age at death)	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003394/harmonised/27015805-GCST003394-EFO_0007796.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003394/harmonised/27015805-GCST003394-EFO_0007796.h.tsv.gz		27015805-GCST003394-EFO_0007796.h.tsv.gz	6e45f7665a2dedc360139b2cb7127f2f4442a70aecc3b6764f4cf6932274f12d	sha256	390874114	GRCh38	EBI GWAS Catalog terms of use		27015805		Pilling LC	European	EUR	af_assigned	sd	1.14548	estimated_from_source_maf	sd	total	analysis_level	45627				selected_ready_source	
53	GCST003395	GCST003395	Parental extreme longevity (95 years and older)	Parental extreme longevity (95 years and older)	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003395/harmonised/27015805-GCST003395-EFO_0007796.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003395/harmonised/27015805-GCST003395-EFO_0007796.h.tsv.gz		27015805-GCST003395-EFO_0007796.h.tsv.gz	9556ee3f775b52be137968d15e9f1321cff8a6985e4d9162bfae4809adc8c442	sha256	393878528	GRCh38	EBI GWAS Catalog terms of use		27015805		Pilling LC	European	EUR	af_assigned	log_or		binary_trait	log_or	case_control	analysis_level	42273	1339	40934		selected_ready_source	
54	GCST003401	GCST003401	Glomerular filtration rate in non diabetics (creatinine)	Glomerular filtration rate in non diabetics (creatinine)	serum creatinine amount, glomerular filtration rate	OBA:2050096, http://purl.obolibrary.org/obo/OBA_0003747	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003401/harmonised/26831199-GCST003401-EFO_0004518.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003401/harmonised/26831199-GCST003401-EFO_0004518.h.tsv.gz		26831199-GCST003401-EFO_0004518.h.tsv.gz	25535bb417760227a0ce636bdddca097f42925ea12e6b1ca6b2fce6584c21b18	sha256	71837090	GRCh38	EBI GWAS Catalog terms of use		26831199		Pattaro C	European	EUR	af_assigned	sd	0.22069	estimated_from_source_maf	sd	total	analysis_level	118448				selected_ready_source	
55	GCST003435	GCST003435	Body fat percentage	Body fat percentage	body fat percentage	http://www.ebi.ac.uk/efo/EFO_0007800	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003435/harmonised/26833246-GCST003435-EFO_0007800.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003435/harmonised/26833246-GCST003435-EFO_0007800.h.tsv.gz		26833246-GCST003435-EFO_0007800.h.tsv.gz	0249010f99443d1b01af76839938ff4950526bd517f4e25de06c7f2cc852aa8d	sha256	135750853	GRCh38	EBI GWAS Catalog terms of use		26833246		Lu Y	European	EUR	af_assigned	sd	1.14193	estimated_from_source_maf	sd	total	analysis_level	78525				selected_ready_source	
56	GCST003484	GCST003484	Periodontal disease-related phenotype (Socransky)	Periodontal disease-related phenotype (Socransky)	periodontal measurement	http://www.ebi.ac.uk/efo/EFO_0007780	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003484/harmonised/26962152-GCST003484-EFO_0007780.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003484/harmonised/26962152-GCST003484-EFO_0007780.h.tsv.gz		26962152-GCST003484-EFO_0007780.h.tsv.gz	df98cdd765564adb29f7fa8f92f85982a486fbcf91eb835184a1a54e98a39775	sha256	77755495	GRCh38	EBI GWAS Catalog terms of use		26962152		Offenbacher S	European		unassigned	sd		estimated_from_source_maf	sd	total	analysis_level	975				excluded: ancestry_unassigned: gate_reason=overlap	true
57	GCST003496	GCST003496	Educational attainment	Educational attainment	self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0004784	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003496/harmonised/27046643-GCST003496-EFO_0004784.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003496/harmonised/27046643-GCST003496-EFO_0004784.h.tsv.gz		27046643-GCST003496-EFO_0004784.h.tsv.gz	f6e4a4ea44354596669f8a2420ddde3d453aa743aa977f3c4edfcd828cb15aea	sha256	531281474	GRCh38	EBI GWAS Catalog terms of use		27046643		Davies G	European		unassigned	sd		estimated_from_source_maf	sd	total	analysis_level	111114				excluded: ancestry_unassigned: gate_reason=overlap	true
58	GCST003497	GCST003497	Memory performance	Memory performance	memory performance	http://www.ebi.ac.uk/efo/EFO_0004874	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003497/harmonised/27046643-GCST003497-EFO_0004874.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003497/harmonised/27046643-GCST003497-EFO_0004874.h.tsv.gz		27046643-GCST003497-EFO_0004874.h.tsv.gz	236456d90637a109652ce2e9f6b85c21ebd3c40bbcc983b4641b91f4bbcac31f	sha256	548565564	GRCh38	EBI GWAS Catalog terms of use		27046643		Davies G	European		unassigned	sd		estimated_from_source_maf	sd	total	analysis_level	112067				excluded: ancestry_unassigned: gate_reason=overlap	true
59	GCST003498	GCST003498	Verbal-numerical reasoning	Verbal-numerical reasoning	reasoning	http://www.ebi.ac.uk/efo/EFO_0004350	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003498/harmonised/27046643-GCST003498-EFO_0004350.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003498/harmonised/27046643-GCST003498-EFO_0004350.h.tsv.gz		27046643-GCST003498-EFO_0004350.h.tsv.gz	9bc1222a24f3619eb63b2696700a12916303574d508ef977556f4d86e1549938	sha256	547979180	GRCh38	EBI GWAS Catalog terms of use		27046643		Davies G	European		unassigned	sd		estimated_from_source_maf	sd	total	analysis_level	36035				excluded: ancestry_unassigned: gate_reason=overlap	true
60	GCST003499	GCST003499	Reaction time	Reaction time	reaction time measurement	http://www.ebi.ac.uk/efo/EFO_0008393	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003499/harmonised/27046643-GCST003499-EFO_0008393.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003499/harmonised/27046643-GCST003499-EFO_0008393.h.tsv.gz		27046643-GCST003499-EFO_0008393.h.tsv.gz	ddb57ac072b5eb71b7a203b70ab5eaeec2e13d73421416867e8520a5cc06261c	sha256	548560119	GRCh38	EBI GWAS Catalog terms of use		27046643		Davies G	European		unassigned	sd		estimated_from_source_maf	sd	total	analysis_level	111483				excluded: ancestry_unassigned: gate_reason=overlap	true
